id,speaker_nm,conversation_id,reply_to_id,reply_to_nm,timestamp,text,likes,shares,num_comments,cleaned_text,named_entities,sentiment,tokens,date,extracted_entities,content_category,enhanced_hate_score,virality_score,spike_day,engagement_rank,hate_intensity,hate_keywords_count,reply_chain_depth,spike_cause,spike_top_entities,spike_external_cause,contextual_relevance,is_reply,user_influence,mention_count,hashtag_count,url_count,conversation_size,conversation_centrality
1278266102234185729,FossilMAGA,1274488129907556358,1274488129907556358,DelkReese,2020-07-01 09:56:02,You RAWK dude! I’ve been saying all slo g this isn’t a race war. It’s just a bunch of crazy Communists. They come in all colors.,0,0,0,rawk dude ive saying slo g isnt race war just bunch crazy communists come colors,"communists, rawk dude, saying slo, dude saying, bunch crazy, communists come, [('Communists', slo race, race war, you, crazy communists, they, come colors, 'NORP')], war, war bunch",-0.6,"[101, 6315, 2243, 12043, 4921, 2063, 3038, 22889, 2080, 1043, 3475, 2102, 2679, 2162, 2074, 9129, 4689, 13009, 2272, 6087, 102]",2020-07-01,"[""[('Communists'"", "" 'NORP')]"", 'communists', 'rawk dude', 'saying slo', 'dude saying', 'bunch crazy', 'communists come', 'slo race', 'race war', 'you', 'crazy communists', 'they', 'come colors', 'war', 'war bunch']",international,0.35000000000000003,0.0,1,0.1652593486127865,0.35000000000000003,1,1,high_hate_content,"war(2), communists(1), rawk dude(1), saying slo(1), dude saying(1)","Guardian correlation: Ethiopia braced for more violence over musician's killing (score: 3, strength: medium)",international,1,0.0,0,0,0,10,0.20408163265306123
1274491359890558976,SanDiegoLoyal,1274491359890558976,0,,2020-06-20 23:56:33,"""We don't feel obligated to speak about it... we choose to.""

Landon Donovan on the team's culture that allows for open and authentic conversations about LGBTQ+ rights and Black Lives Matter.",72,15,1,dont feel obligated speak choose landon donovan teams culture allows open authentic conversations lgbtq rights black lives matter,"speak choose, obligated speak, choose landon, authentic conversations, allows open, 'PERSON')], rights, donovan team, conversations rights, rights black, black, landon donovan, team culture, feel obligated, culture allows, lgbtq, matter, [('Landon Donovan', open authentic, black lives matter, black lives, lives matter",0.1111111111111111,"[101, 2123, 2102, 2514, 27885, 14715, 3064, 3713, 5454, 20642, 12729, 2780, 3226, 4473, 2330, 14469, 11450, 12010, 4160, 2916, 2304, 3268, 3043, 102]",2020-06-20,"[""[('Landon Donovan'"", "" 'PERSON')]"", 'speak choose', 'obligated speak', 'choose landon', 'authentic conversations', 'allows open', 'rights', 'donovan team', 'conversations rights', 'rights black', 'black', 'landon donovan', 'team culture', 'culture allows', 'feel obligated', 'lgbtq', 'matter', 'open authentic', 'black lives matter', 'black lives', 'lives matter']",social,0.1,0.119,1,0.8395657418576599,0.1,0,0,volume_spike_viral_content,"black(47), black lives(46), lives matter(42), matter(30), 'PERSON')](29)","Guardian correlation: 'Tipping point': Greta Thunberg hails Black Lives Matter protests (score: 6, strength: high)",general,0,0.04782603375721311,0,0,0,2,0.04081632653061224
1274694929772470273,sdsteeler,1274491359890558976,1274491359890558976,SanDiegoLoyal,2020-06-21 13:25:28,July 11th will be a full day of events in more ways than one in SD: https://sdpride.org/pride/,0,0,0,july 11th day events ways sd,"july full, [('July 11th', ways one, 'DATE'), ('a full day', 'DATE')], events ways, one https, day events, full day, july",0.425,"[101, 2251, 6252, 2154, 2824, 3971, 17371, 102]",2020-06-21,"[""[('July 11th'"", "" 'DATE')"", "" ('a full day'"", "" 'DATE')]"", 'july full', 'ways one', 'events ways', 'one https', 'day events', 'full day', 'july']",general,0.0,0.0,0,0.1652593486127865,0.0,0,1,normal_activity,,no_spike,none,1,0.0,0,0,1,2,0.04081632653061224
1267262577706520578,camodreams,1267262577706520578,0,,2020-06-01 01:11:57,"‘Black lives matter’ the UK said none of that ‘every lives matter’ bs
#BLACK_LIVES_MATTERS #protests2020",1600,302,36,black lives matter uk said lives matter bs blacklivesmatters protests2020,"none every, #protests2020, every lives, [('UK', 'GPE'), black_lives_matters, black lives, #black_lives_matters, black, matter said, said none, lives matter, 'PERSON')], protest, ('protests2020'",-0.1666666666666666,"[101, 2304, 3268, 3043, 2866, 2056, 3268, 3043, 18667, 2304, 3669, 6961, 18900, 7747, 8090, 11387, 11387, 102]",2020-06-01,"[""[('UK'"", "" 'GPE')"", "" ('protests2020'"", "" 'PERSON')]"", 'none every', '#protests2020', 'every lives', 'black_lives_matters', 'black lives', '#black_lives_matters', 'black', 'matter said', 'said none', 'protest', 'lives matter']",protest,0.1,1.0,1,0.9843184559710495,0.1,0,0,volume_spike_viral_content,"[](37), black lives(17), 'ORG')](16), lives matter(14), 'PERSON')](14)","Guardian correlation: Grindr dating app removes ethnicity filter to support Black Lives Matter (score: 4, strength: high)",general,0,0.13936524339631992,0,2,0,9,0.1836734693877551
1267272972806639616,kaeepe,1267262577706520578,1267262577706520578,camodreams,2020-06-01 01:53:16,Wait ? This is in uk ? Omg i cried thank god what a wonderful year.. god bless us ,6,0,1,wait uk omg cried thank god wonderful year god bless,"cried thank, omg, omg cried, thank god, wonderful year, god wonderful, wait omg, this, [('god', 'PERSON')], god bless, wait, year god",1.0,"[101, 3524, 2866, 18168, 2290, 6639, 4067, 2643, 6919, 2095, 2643, 19994, 102]",2020-06-01,"[""[('god'"", "" 'PERSON')]"", 'omg', 'omg cried', 'cried thank', 'thank god', 'wonderful year', 'god wonderful', 'wait omg', 'this', 'god bless', 'wait', 'year god']",general,0.0,0.008,1,0.7080820265379976,0.0,0,1,volume_spike_viral_content,"[](37), black lives(17), 'ORG')](16), lives matter(14), 'PERSON')](14)","Guardian correlation: Grindr dating app removes ethnicity filter to support Black Lives Matter (score: 4, strength: high)",general,1,0.0032174114217624686,0,0,0,9,0.1836734693877551
1267273064858951681,camodreams,1267262577706520578,1267262577706520578,camodreams,2020-06-01 01:53:38,Yes in London,2,0,1,yes london,"yes london, yes, 'GPE')], [('London', london",0.0,"[101, 2748, 2414, 102]",2020-06-01,"[""[('London'"", "" 'GPE')]"", 'yes london', 'yes', 'london']",general,0.0,0.004,1,0.6145958986731002,0.0,0,1,volume_spike_viral_content,"[](37), black lives(17), 'ORG')](16), lives matter(14), 'PERSON')](14)","Guardian correlation: Grindr dating app removes ethnicity filter to support Black Lives Matter (score: 4, strength: high)",general,1,0.13936524339631992,0,0,0,9,0.1836734693877551
1267266861999292417,CronaldoDiver,1267262577706520578,1267262577706520578,camodreams,2020-06-01 01:28:59,where all these white people when it comes to their illegal occupation of ireland,0,0,1,white people comes illegal occupation ireland,"[('ireland', white people, comes illegal, illegal occupation, occupation ireland, people comes, 'GPE')], illegal",-0.25,"[101, 2317, 2111, 3310, 6206, 6139, 3163, 102]",2020-06-01,"[""[('ireland'"", "" 'GPE')]"", 'white people', 'comes illegal', 'illegal occupation', 'occupation ireland', 'people comes', 'illegal']",immigration,0.1,0.002,1,0.49819059107358266,0.1,0,1,volume_spike_viral_content,"[](37), black lives(17), 'ORG')](16), lives matter(14), 'PERSON')](14)","Guardian correlation: Grindr dating app removes ethnicity filter to support Black Lives Matter (score: 4, strength: high)",general,1,0.0008042741740158715,0,0,0,9,0.1836734693877551
1267267251461402626,camodreams,1267262577706520578,1267262577706520578,camodreams,2020-06-01 01:30:32,This isn’t about the occupation of Ireland Cronaldo why you asking this question here,2,0,1,isnt occupation ireland cronaldo asking question,"ireland, [('Ireland', 'GPE'), occupation ireland, ireland cronaldo, this, cronaldo asking, 'PERSON')], ('Cronaldo', asking question",0.0,"[101, 3475, 2102, 6139, 3163, 13675, 16026, 3527, 4851, 3160, 102]",2020-06-01,"[""[('Ireland'"", "" 'GPE')"", "" ('Cronaldo'"", "" 'PERSON')]"", 'ireland', 'occupation ireland', 'ireland cronaldo', 'this', 'cronaldo asking', 'asking question']",general,0.0,0.004,1,0.6145958986731002,0.0,0,1,volume_spike_viral_content,"[](37), black lives(17), 'ORG')](16), lives matter(14), 'PERSON')](14)","Guardian correlation: Grindr dating app removes ethnicity filter to support Black Lives Matter (score: 4, strength: high)",general,1,0.13936524339631992,0,0,0,9,0.1836734693877551
1267270676089577473,__bungeegum__,1267262577706520578,1267262577706520578,camodreams,2020-06-01 01:44:08,i love the accents ,98,0,1,love accents,"love accents, []",0.5,"[101, 2293, 24947, 102]",2020-06-01,"['[]', 'love accents']",general,0.0,0.1,1,0.8335343787696019,0.0,0,1,volume_spike_viral_content,"[](37), black lives(17), 'ORG')](16), lives matter(14), 'PERSON')](14)","Guardian correlation: Grindr dating app removes ethnicity filter to support Black Lives Matter (score: 4, strength: high)",general,1,0.04021884922054363,0,0,0,9,0.1836734693877551
1267268361706242053,Calvin_Clarke1,1267262577706520578,1267262577706520578,camodreams,2020-06-01 01:34:56,This is great and all but I do find it hilarious how they say matter. It’s great that they’re protesting though.,47,0,1,great hilarious say matter great theyre protesting,"great find, find hilarious, great protesting, hilarious say, matter great, say matter, [], protesting though, this, protest",0.7000000000000001,"[101, 2307, 26316, 2360, 3043, 2307, 2027, 2890, 21248, 102]",2020-06-01,"['[]', 'great find', 'find hilarious', 'great protesting', 'hilarious say', 'matter great', 'say matter', 'protesting though', 'this', 'protest']",protest,0.1,0.049,1,0.8051869722557298,0.1,0,1,volume_spike_viral_content,"[](37), black lives(17), 'ORG')](16), lives matter(14), 'PERSON')](14)","Guardian correlation: Grindr dating app removes ethnicity filter to support Black Lives Matter (score: 4, strength: high)",general,1,0.01970718261469755,0,0,0,9,0.1836734693877551
1267272877201637376,Zfqvnn,1267262577706520578,1267262577706520578,camodreams,2020-06-01 01:52:53,I love how they say 'matter'  it's cutee,13,0,0,love say matter cutee,"[], say cutee, love say",0.5,"[101, 2293, 2360, 3043, 10140, 2063, 102]",2020-06-01,"['[]', 'say cutee', 'love say']",general,0.0,0.013,1,0.7515078407720145,0.0,0,1,volume_spike_viral_content,"[](37), black lives(17), 'ORG')](16), lives matter(14), 'PERSON')](14)","Guardian correlation: Grindr dating app removes ethnicity filter to support Black Lives Matter (score: 4, strength: high)",general,1,0.005228464036784294,0,0,0,9,0.1836734693877551
1267269621129887750,GeneralGenetti,1267262577706520578,1267262577706520578,camodreams,2020-06-01 01:39:57,"This is nothing more than a donald trump hate fest, no meaning, none",0,0,1,donald trump hate fest meaning,"trump hate, trump, nothing donald, [], donald trump, fest meaning, this, meaning none, hate fest",-0.15,"[101, 6221, 8398, 5223, 17037, 3574, 102]",2020-06-01,"['[]', 'trump hate', 'trump', 'nothing donald', 'donald trump', 'fest meaning', 'this', 'meaning none', 'hate fest']",politics,0.2,0.002,1,0.49819059107358266,0.2,1,1,volume_spike_viral_content,"[](37), black lives(17), 'ORG')](16), lives matter(14), 'PERSON')](14)","Guardian correlation: Grindr dating app removes ethnicity filter to support Black Lives Matter (score: 4, strength: high)",general,1,0.0008042741740158715,0,0,0,9,0.1836734693877551
1274489818945335296,vernonsthompson,1274489818945335296,0,,2020-06-20 23:50:26,Thank you to Sheree Baldwin-Muhammad. This piece has been in protest and it was present as Black Lives Matter was painted in front of City Hall!! This is a Historic Piece!! Most importantly She is a fellow educator!,5,0,0,thank sheree baldwinmuhammad piece protest present black lives matter painted city hall historic piece importantly fellow educator,"('City Hall', historic piece, most, front city, painted front, 'PERSON'), thank, piece protest, protest, sheree baldwin, matter painted, muhammad, sheree piece, importantly fellow, hall historic, this, city hall, protest present, 'FAC')], 'ORG'), black, fellow educator, matter, ('Black Lives Matter', present black, [('Sheree Baldwin-Muhammad'",0.1479166666666666,"[101, 4067, 2016, 9910, 10970, 12274, 3511, 25666, 3538, 6186, 2556, 2304, 3268, 3043, 4993, 2103, 2534, 3181, 3538, 14780, 3507, 11490, 102]",2020-06-20,"[""[('Sheree Baldwin-Muhammad'"", "" 'PERSON')"", "" ('Black Lives Matter'"", "" 'ORG')"", "" ('City Hall'"", "" 'FAC')]"", 'historic piece', 'most', 'front city', 'painted front', 'thank', 'piece protest', 'protest', 'matter painted', 'sheree baldwin', 'muhammad', 'sheree piece', 'importantly fellow', 'hall historic', 'this', 'city hall', 'protest present', 'black', 'fellow educator', 'matter', 'present black']",protest,0.25,0.005,1,0.6513872135102533,0.25,0,0,volume_spike_viral_content,"black(47), black lives(46), lives matter(42), matter(30), 'PERSON')](29)","Guardian correlation: 'Tipping point': Greta Thunberg hails Black Lives Matter protests (score: 6, strength: high)",general,0,0.0020109477064554977,0,0,0,1,0.02040816326530612
1267949746888400896,ManuIntiraymi,1267949746888400896,0,,2020-06-02 22:42:31,"“Black lives matter"" is a call 2 end racial terrroism. Black lives matter is NOT code 4 other lives don't. When we say ""Black lives matter"" U don't need 2 tell us ""all lives matter."" U need 2 step up & do your part 2 help fight institutiionalized terrorism against black people.",159,25,9,black lives matter 2 end racial terrroism black lives matter code 4 lives dont say black lives matter u dont need 2 tell lives matter u need 2 step 2 help fight institutiionalized terrorism black people,"say black, black people, terrorism black, terrroism black, tell lives, need tell, 'CARDINAL')], 'CARDINAL'), part help, ('2', step part, matter need, [('2', code lives, matter code, institutiionalized terrorism, need step, black, help fight, end racial, not, call end, lives say, racial terrroism, ('4'",-0.1583333333333333,"[101, 2304, 3268, 3043, 1016, 2203, 5762, 28774, 18933, 2964, 2304, 3268, 3043, 3642, 1018, 3268, 2123, 2102, 2360, 2304, 3268, 3043, 1057, 2123, 2102, 2342, 1016, 2425, 3268, 3043, 1057, 2342, 1016, 3357, 1016, 2393, 2954, 17126, 6137, 16026, 3550, 10130, 2304, 2111, 102]",2020-06-02,"[""[('2'"", "" 'CARDINAL')"", "" ('4'"", "" 'CARDINAL')"", "" ('2'"", "" 'CARDINAL')"", "" ('2'"", "" 'CARDINAL')"", "" ('2'"", "" 'CARDINAL')]"", 'say black', 'black people', 'terrorism black', 'terrroism black', 'tell lives', 'need tell', 'part help', 'step part', 'matter need', 'code lives', 'matter code', 'institutiionalized terrorism', 'need step', 'black', 'help fight', 'end racial', 'not', 'call end', 'lives say', 'racial terrroism']",general,0.5,0.252,0,0.8727382388419783,0.5,2,0,normal_activity,,no_spike,none,0,0.10129345898182444,0,0,0,6,0.12244897959183673
1267956130342469632,aeryn_thrace,1267949746888400896,1267949746888400896,ManuIntiraymi,2020-06-02 23:07:53,"why we in science are supporting this:
https://x.com/aeryn_thrace/status/1267598143325122560?s=21…

Maybe actors should do the same.",1,0,0,science supporting maybe actors,"maybe, [('https://x.com/aeryn_thrace/status/1267598143325122560?s=21', https maybe, supporting https, 'GPE')], science supporting, maybe actors",0.125,"[101, 2671, 4637, 2672, 5889, 102]",2020-06-02,"[""[('https://x.com/aeryn_thrace/status/1267598143325122560?s=21'"", "" 'GPE')]"", 'maybe', 'https maybe', 'supporting https', 'science supporting', 'maybe actors']",general,0.0,0.001,0,0.3914354644149578,0.0,0,1,normal_activity,,no_spike,none,1,0.0004021895412910995,0,0,1,6,0.12244897959183673
1267976964360503298,MarisaP21206100,1267949746888400896,1267949746888400896,ManuIntiraymi,2020-06-03 00:30:40,Never thought of it that way. Thanks for the heads up.,1,0,0,thought way thanks heads,"way thanks, thanks, [], thought way, never, thanks heads, never thought",0.2,"[101, 2245, 2126, 4283, 4641, 102]",2020-06-03,"['[]', 'way thanks', 'thanks', 'thought way', 'never', 'thanks heads', 'never thought']",general,0.1,0.001,0,0.3914354644149578,0.1,0,1,normal_activity,,no_spike,none,1,0.0004021895412910995,0,0,0,6,0.12244897959183673
1894487683344294232,wakeupslave813,1267949746888400896,1267949746888400896,ManuIntiraymi,2025-02-25 20:40:36,White lives matter,0,0,0,white lives matter,"lives matter, white lives, [], white",0.0,"[101, 2317, 3268, 3043, 102]",2025-02-25,"['[]', 'white lives', 'lives matter', 'white']",general,0.0,0.0,1,0.1652593486127865,0.0,0,1,activity_spike,"white lives(3), [](3), white(3), lives matter(2), white lives matter(2)",Nothing significant - no contextually relevant news found for general spike,no_correlation,1,0.0,0,0,0,6,0.12244897959183673
1270801306576400386,skylaj64,1267949746888400896,1267949746888400896,ManuIntiraymi,2020-06-10 19:33:36,against ALL people,0,0,0,people,"all, []",0.0,"[101, 2111, 102]",2020-06-10,"['[]', 'all']",general,0.1,0.0,0,0.1652593486127865,0.1,0,1,normal_activity,,no_spike,none,1,0.0,0,0,0,6,0.12244897959183673
1883830246421708904,1911NicoACP,1267949746888400896,1267949746888400896,ManuIntiraymi,2025-01-27 10:51:45,“The only lives that truly matter are those who respect the lives of others“.,0,0,0,lives truly matter respect lives,"respect lives, matter respect, truly matter, the, [], lives truly, lives others",0.0,"[101, 3268, 5621, 3043, 4847, 3268, 102]",2025-01-27,"['[]', 'respect lives', 'matter respect', 'truly matter', 'the', 'lives truly', 'lives others']",general,0.0,0.0,0,0.1652593486127865,0.0,0,1,normal_activity,,no_spike,none,1,0.0,0,0,0,6,0.12244897959183673
1268124439679348738,deerlowy,1268124439679348738,0,,2020-06-03 10:16:41,"black lives matter. not just today, or this week, but always.

http://blacklivesmatters.carrd.co",157,73,1,black lives matter just today week,"always http, today week, [('today', black lives, 'DATE'), ('this week', 'DATE')], lives matter, week always, matter today",-0.1666666666666666,"[101, 2304, 3268, 3043, 2074, 2651, 2733, 102]",2020-06-03,"[""[('today'"", "" 'DATE')"", "" ('this week'"", "" 'DATE')]"", 'always http', 'today week', 'black lives', 'lives matter', 'week always', 'matter today']",general,0.1,0.378,0,0.9047044632086851,0.1,0,0,normal_activity,,no_spike,none,0,0.1518600468598771,0,0,1,2,0.04081632653061224
1894488269049450816,wakeupslave813,1268124439679348738,1268124439679348738,deerlowy,2025-02-25 20:42:55,White Lives Matter- say it loud and say it proud.,0,0,0,white lives matter say loud say proud,"loud say, white lives, [], say loud, say proud, white, white lives matter, lives say",0.3,"[101, 2317, 3268, 3043, 2360, 5189, 2360, 7098, 102]",2025-02-25,"['[]', 'loud say', 'white lives', 'say loud', 'say proud', 'white', 'white lives matter', 'lives say']",general,0.0,0.0,1,0.1652593486127865,0.0,0,1,activity_spike,"white lives(3), [](3), white(3), lives matter(2), white lives matter(2)",Nothing significant - no contextually relevant news found for general spike,no_correlation,1,0.0,0,0,0,2,0.04081632653061224
